# year	month	day	hour	minute	second	millisecond	Latitude	Longitude	Altitude	Ne(WLP)	Te(WLP)	Ne(PIP)	Ne(GIS)	Vf(WLP)	Vf(FPP)
2023	 9	28	22	 2	48	180000	-44.647	145.584	434.662	1.8337e+11	3050	-9.9900e+02	-9.9900e+02	17.92	16.35
2023	 9	28	22	 2	49	192000	-44.616	145.658	434.646	1.8208e+11	3090	2.0371e+11	-9.9900e+02	17.89	16.26
2023	 9	28	22	 2	50	192000	-44.584	145.732	434.629	1.8541e+11	3077	-9.9900e+02	-9.9900e+02	17.89	16.26
2023	 9	28	22	 2	51	192000	-44.552	145.806	434.613	1.8513e+11	3051	2.0374e+11	-9.9900e+02	17.84	16.26
2023	 9	28	22	 2	52	196000	-44.520	145.880	434.597	1.8653e+11	3034	-9.9900e+02	-9.9900e+02	17.92	16.26
2023	 9	28	22	 2	53	188000	-44.488	145.954	434.580	1.8238e+11	3214	2.0377e+11	-9.9900e+02	17.84	16.26
2023	 9	28	22	 2	54	196000	-44.456	146.028	434.564	1.8316e+11	3235	-9.9900e+02	-9.9900e+02	17.87	16.26
2023	 9	28	22	 2	55	196000	-44.423	146.102	434.547	1.8021e+11	3283	1.9693e+11	-9.9900e+02	17.84	16.26
2023	 9	28	22	 2	57	200000	-44.359	146.249	434.514	1.8084e+11	3291	-9.9900e+02	-9.9900e+02	17.87	16.26
2023	 9	28	22	 2	57	200000	-44.359	146.249	434.514	1.7813e+11	3484	2.0384e+11	-9.9900e+02	17.82	16.26
2023	 9	28	22	 2	58	192000	-44.327	146.323	434.498	1.8255e+11	3291	-9.9900e+02	-9.9900e+02	17.87	16.26
2023	 9	28	22	 2	59	200000	-44.294	146.396	434.481	1.7692e+11	2770	2.0387e+11	-9.9900e+02	17.79	16.26
2023	 9	28	22	 3	 0	200000	-44.262	146.470	434.464	1.8024e+11	2639	-9.9900e+02	-9.9900e+02	17.84	16.26
2023	 9	28	22	 3	 1	204000	-44.230	146.543	434.448	1.8263e+11	2513	2.0391e+11	-9.9900e+02	17.82	16.26
2023	 9	28	22	 3	 2	204000	-44.197	146.616	434.431	1.8610e+11	2349	-9.9900e+02	-9.9900e+02	17.82	16.26
2023	 9	28	22	 3	 3	196000	-44.164	146.689	434.414	1.8307e+11	2545	2.0394e+11	-9.9900e+02	17.75	16.26
2023	 9	28	22	 3	 4	204000	-44.132	146.762	434.398	1.9334e+11	2928	-9.9900e+02	-9.9900e+02	17.82	16.16
2023	 9	28	22	 3	 5	208000	-44.099	146.835	434.381	1.9246e+11	2905	2.1095e+11	-9.9900e+02	17.79	16.16
2023	 9	28	22	 3	 6	208000	-44.066	146.908	434.364	1.9256e+11	3004	-9.9900e+02	-9.9900e+02	17.79	16.16
2023	 9	28	22	 3	 7	208000	-44.034	146.981	434.347	1.8865e+11	3169	2.1099e+11	-9.9900e+02	17.75	16.16
2023	 9	28	22	 3	 8	200000	-44.001	147.054	434.331	1.9156e+11	3023	-9.9900e+02	-9.9900e+02	17.77	16.16
2023	 9	28	22	 3	 9	212000	-43.968	147.126	434.314	1.8734e+11	3140	2.1102e+11	-9.9900e+02	17.72	16.16
2023	 9	28	22	 3	10	212000	-43.935	147.199	434.297	1.8916e+11	3160	-9.9900e+02	-9.9900e+02	17.79	16.16
2023	 9	28	22	 3	11	212000	-43.902	147.271	434.280	1.8759e+11	3092	2.1106e+11	-9.9900e+02	17.72	16.16
2023	 9	28	22	 3	13	208000	-43.836	147.416	434.246	1.9197e+11	2944	-9.9900e+02	-9.9900e+02	17.70	16.16
2023	 9	28	22	 3	13	208000	-43.836	147.416	434.246	1.9247e+11	2863	2.1818e+11	-9.9900e+02	17.70	16.16
2023	 9	28	22	 3	14	216000	-43.803	147.488	434.229	1.9501e+11	2809	-9.9900e+02	-9.9900e+02	17.77	16.16
2023	 9	28	22	 3	15	216000	-43.770	147.560	434.212	1.9406e+11	2815	2.1821e+11	-9.9900e+02	17.72	16.16
2023	 9	28	22	 3	16	220000	-43.736	147.632	434.195	1.9748e+11	2837	-9.9900e+02	-9.9900e+02	17.75	16.16
2023	 9	28	22	 3	17	220000	-43.703	147.704	434.178	1.9731e+11	2864	2.1825e+11	-9.9900e+02	17.70	16.16
2023	 9	28	22	 3	18	212000	-43.670	147.776	434.161	2.0157e+11	2822	-9.9900e+02	-9.9900e+02	17.72	16.06
2023	 9	28	22	 3	19	220000	-43.636	147.848	434.144	2.0296e+11	2674	2.1828e+11	-9.9900e+02	17.72	16.06
2023	 9	28	22	 3	20	224000	-43.603	147.919	434.127	2.0683e+11	2710	-9.9900e+02	-9.9900e+02	17.70	16.06
2023	 9	28	22	 3	21	224000	-43.569	147.991	434.110	2.0583e+11	2716	2.2551e+11	3.2527e+11	17.60	16.06
2023	 9	28	22	 3	22	224000	-43.536	148.063	434.092	2.0844e+11	2594	-9.9900e+02	-9.9900e+02	17.70	16.06
2023	 9	28	22	 3	23	216000	-43.502	148.134	434.075	2.0695e+11	2638	2.2554e+11	-9.9900e+02	17.67	16.06
2023	 9	28	22	 3	24	228000	-43.469	148.205	434.058	2.0990e+11	2735	-9.9900e+02	-9.9900e+02	17.65	16.06
2023	 9	28	22	 3	25	228000	-43.435	148.277	434.041	2.0887e+11	2755	2.2558e+11	-9.9900e+02	17.65	16.06
2023	 9	28	22	 3	26	228000	-43.401	148.348	434.023	2.0321e+11	3183	-9.9900e+02	-9.9900e+02	17.70	16.06
2023	 9	28	22	 3	27	228000	-43.367	148.419	434.006	2.0194e+11	3267	2.2562e+11	-9.9900e+02	17.65	16.06
2023	 9	28	22	 3	28	224000	-43.334	148.490	433.989	2.0339e+11	3342	-9.9900e+02	-9.9900e+02	17.62	16.06
2023	 9	28	22	 3	29	232000	-43.300	148.561	433.971	1.9786e+11	3476	2.2565e+11	-9.9900e+02	17.62	16.06
2023	 9	28	22	 3	30	232000	-43.266	148.632	433.954	2.0023e+11	3434	-9.9900e+02	-9.9900e+02	17.67	16.06
2023	 9	28	22	 3	31	232000	-43.232	148.702	433.937	2.0799e+11	3009	2.3298e+11	-9.9900e+02	17.65	16.06
2023	 9	28	22	 3	32	236000	-43.198	148.773	433.919	2.1002e+11	2988	-9.9900e+02	-9.9900e+02	17.62	15.97
2023	 9	28	22	 3	33	228000	-43.164	148.844	433.902	2.0792e+11	2983	2.3302e+11	-9.9900e+02	17.57	16.02
2023	 9	28	22	 3	34	236000	-43.129	148.914	433.884	2.1295e+11	2825	-9.9900e+02	-9.9900e+02	17.65	15.97
2023	 9	28	22	 3	35	236000	-43.095	148.985	433.867	2.0711e+11	2940	2.2576e+11	-9.9900e+02	17.57	15.97
2023	 9	28	22	 3	36	236000	-43.061	149.055	433.849	2.0523e+11	2983	-9.9900e+02	-9.9900e+02	17.60	15.97
2023	 9	28	22	 3	37	240000	-43.027	149.125	433.832	2.0592e+11	2952	2.3309e+11	-9.9900e+02	17.57	15.97
2023	 9	28	22	 3	38	232000	-42.992	149.195	433.814	2.0911e+11	2911	-9.9900e+02	-9.9900e+02	17.60	15.97
2023	 9	28	22	 3	39	240000	-42.958	149.266	433.797	2.0032e+11	3368	2.3313e+11	-9.9900e+02	17.55	15.97
2023	 9	28	22	 3	40	244000	-42.924	149.336	433.779	2.0628e+11	3293	-9.9900e+02	-9.9900e+02	17.60	15.97
2023	 9	28	22	 3	41	244000	-42.889	149.406	433.761	2.0973e+11	3265	2.3317e+11	-9.9900e+02	17.53	15.97
2023	 9	28	22	 3	42	244000	-42.855	149.475	433.744	2.0907e+11	3292	-9.9900e+02	-9.9900e+02	17.60	15.97
2023	 9	28	22	 3	43	236000	-42.820	149.545	433.726	2.0864e+11	3210	2.3320e+11	-9.9900e+02	17.53	15.97
2023	 9	28	22	 3	44	248000	-42.785	149.615	433.708	2.2036e+11	2766	-9.9900e+02	-9.9900e+02	17.55	15.97
2023	 9	28	22	 3	45	248000	-42.751	149.684	433.691	2.2108e+11	2746	2.4064e+11	-9.9900e+02	17.50	15.97
2023	 9	28	22	 3	46	248000	-42.716	149.754	433.673	2.2241e+11	2777	-9.9900e+02	-9.9900e+02	17.55	15.87
2023	 9	28	22	 3	47	248000	-42.681	149.823	433.655	2.2275e+11	2734	2.4068e+11	-9.9900e+02	17.53	15.97
2023	 9	28	22	 3	48	244000	-42.646	149.893	433.637	2.2316e+11	2802	-9.9900e+02	-9.9900e+02	17.55	15.87
2023	 9	28	22	 3	49	252000	-42.612	149.962	433.619	2.1946e+11	2741	2.4072e+11	-9.9900e+02	17.48	15.87
2023	 9	28	22	 3	50	252000	-42.577	150.031	433.602	2.1741e+11	2754	-9.9900e+02	-9.9900e+02	17.55	15.87
2023	 9	28	22	 3	51	252000	-42.542	150.100	433.584	2.1472e+11	2745	2.4075e+11	-9.9900e+02	17.43	15.87
2023	 9	28	22	 3	52	252000	-42.507	150.169	433.566	2.1290e+11	2856	-9.9900e+02	-9.9900e+02	17.48	15.87
2023	 9	28	22	 3	53	248000	-42.472	150.238	433.548	2.1204e+11	2804	2.4830e+11	-9.9900e+02	17.45	15.87
2023	 9	28	22	 3	54	256000	-42.437	150.307	433.530	2.1310e+11	2948	-9.9900e+02	-9.9900e+02	17.45	15.87
2023	 9	28	22	 3	55	256000	-42.401	150.376	433.512	2.1183e+11	2985	2.4083e+11	-9.9900e+02	17.43	15.87
2023	 9	28	22	 3	56	260000	-42.366	150.445	433.494	2.1264e+11	3028	-9.9900e+02	-9.9900e+02	17.48	15.87
2023	 9	28	22	 3	57	260000	-42.331	150.513	433.476	2.1572e+11	2982	2.4087e+11	-9.9900e+02	17.45	15.87
2023	 9	28	22	 3	58	244000	-42.296	150.582	433.458	2.1763e+11	3032	-9.9900e+02	-9.9900e+02	17.48	15.87
2023	 9	28	22	 3	59	260000	-42.260	150.650	433.440	2.2006e+11	2999	2.4841e+11	-9.9900e+02	17.40	15.78
2023	 9	28	22	 4	 0	264000	-42.225	150.719	433.422	2.2543e+11	3000	-9.9900e+02	-9.9900e+02	17.45	15.78
2023	 9	28	22	 4	 1	264000	-42.190	150.787	433.404	2.2394e+11	2913	2.4845e+11	-9.9900e+02	17.40	15.78
2023	 9	28	22	 4	 1	264000	-42.190	150.787	433.404	2.2746e+11	2936	-9.9900e+02	-9.9900e+02	17.45	15.78
2023	 9	28	22	 4	 3	256000	-42.119	150.924	433.367	2.2794e+11	2986	2.4849e+11	-9.9900e+02	17.38	15.78
2023	 9	28	22	 4	 4	268000	-42.083	150.992	433.349	2.2299e+11	2953	-9.9900e+02	-9.9900e+02	17.43	15.78
2023	 9	28	22	 4	 5	268000	-42.047	151.060	433.331	2.2000e+11	2900	2.4853e+11	-9.9900e+02	17.40	15.78
2023	 9	28	22	 4	 6	268000	-42.012	151.128	433.313	2.2640e+11	3020	-9.9900e+02	-9.9900e+02	17.40	15.78
2023	 9	28	22	 4	 7	268000	-41.976	151.195	433.295	2.2308e+11	3006	2.4857e+11	-9.9900e+02	17.35	15.78
2023	 9	28	22	 4	 8	260000	-41.940	151.263	433.276	2.2366e+11	2983	-9.9900e+02	-9.9900e+02	17.38	15.78
2023	 9	28	22	 4	 9	272000	-41.905	151.331	433.258	2.2830e+11	3050	2.4861e+11	-9.9900e+02	17.33	15.78
2023	 9	28	22	 4	10	272000	-41.869	151.398	433.240	2.2650e+11	2987	-9.9900e+02	-9.9900e+02	17.35	15.78
2023	 9	28	22	 4	11	272000	-41.833	151.466	433.221	2.2474e+11	2912	2.4865e+11	-9.9900e+02	17.35	15.78
2023	 9	28	22	 4	12	276000	-41.797	151.533	433.203	2.2574e+11	2835	-9.9900e+02	-9.9900e+02	17.35	15.68
2023	 9	28	22	 4	13	268000	-41.761	151.601	433.185	2.2434e+11	2823	2.4869e+11	-9.9900e+02	17.30	15.68
2023	 9	28	22	 4	14	276000	-41.725	151.668	433.166	2.2746e+11	2815	-9.9900e+02	-9.9900e+02	17.38	15.68
2023	 9	28	22	 4	15	276000	-41.689	151.735	433.148	2.3210e+11	2817	2.5634e+11	-9.9900e+02	17.33	15.68
2023	 9	28	22	 4	16	280000	-41.653	151.802	433.129	2.3330e+11	2859	-9.9900e+02	-9.9900e+02	17.33	15.68
2023	 9	28	22	 4	17	280000	-41.617	151.869	433.111	2.2998e+11	2912	2.4877e+11	-9.9900e+02	17.28	15.68
2023	 9	28	22	 4	18	272000	-41.580	151.936	433.093	2.3101e+11	2871	-9.9900e+02	-9.9900e+02	17.30	15.68
2023	 9	28	22	 4	19	280000	-41.544	152.003	433.074	2.2962e+11	2798	2.4881e+11	-9.9900e+02	17.26	15.68
2023	 9	28	22	 4	20	284000	-41.508	152.070	433.056	2.2936e+11	2876	-9.9900e+02	-9.9900e+02	17.28	15.68
2023	 9	28	22	 4	21	284000	-41.472	152.137	433.037	2.2661e+11	2795	2.5646e+11	3.2527e+11	17.23	15.68
2023	 9	28	22	 4	23	276000	-41.399	152.270	433.000	2.3224e+11	2753	-9.9900e+02	-9.9900e+02	17.26	15.68
2023	 9	28	22	 4	23	276000	-41.399	152.270	433.000	2.3355e+11	2727	2.5650e+11	-9.9900e+02	17.21	15.68
2023	 9	28	22	 4	24	288000	-41.362	152.336	432.981	2.3322e+11	2773	-9.9900e+02	-9.9900e+02	17.23	15.59
2023	 9	28	22	 4	25	288000	-41.326	152.403	432.963	2.2874e+11	2758	2.5654e+11	-9.9900e+02	17.16	15.59
2023	 9	28	22	 4	26	288000	-41.289	152.469	432.944	2.2861e+11	2761	-9.9900e+02	-9.9900e+02	17.23	15.59
2023	 9	28	22	 4	27	288000	-41.253	152.535	432.925	2.3081e+11	2850	2.5658e+11	-9.9900e+02	17.21	15.59
2023	 9	28	22	 4	28	284000	-41.216	152.601	432.907	2.2836e+11	2873	-9.9900e+02	-9.9900e+02	17.23	15.59
2023	 9	28	22	 4	29	288000	-41.180	152.667	432.888	2.2946e+11	2864	2.5662e+11	-9.9900e+02	17.18	15.59
2023	 9	28	22	 4	30	292000	-41.143	152.733	432.869	2.4157e+11	2930	-9.9900e+02	-9.9900e+02	17.23	15.59
2023	 9	28	22	 4	31	292000	-41.106	152.799	432.850	2.4210e+11	2898	2.5666e+11	-9.9900e+02	17.16	15.59
2023	 9	28	22	 4	32	296000	-41.069	152.865	432.832	2.4405e+11	2879	-9.9900e+02	-9.9900e+02	17.13	15.59
2023	 9	28	22	 4	33	288000	-41.032	152.931	432.813	2.5085e+11	2921	2.5670e+11	-9.9900e+02	17.11	15.59
2023	 9	28	22	 4	34	296000	-40.996	152.997	432.794	2.5403e+11	3154	-9.9900e+02	-9.9900e+02	17.16	15.59
2023	 9	28	22	 4	35	296000	-40.959	153.062	432.775	2.3320e+11	3468	2.5674e+11	-9.9900e+02	17.11	15.59
2023	 9	28	22	 4	36	300000	-40.922	153.128	432.756	2.3709e+11	3558	-9.9900e+02	-9.9900e+02	17.18	15.49
2023	 9	28	22	 4	37	300000	-40.885	153.193	432.738	2.3163e+11	3533	2.5678e+11	-9.9900e+02	17.11	15.49
2023	 9	28	22	 4	38	292000	-40.848	153.259	432.719	2.3080e+11	3518	-9.9900e+02	-9.9900e+02	17.13	15.49
2023	 9	28	22	 4	39	300000	-40.810	153.324	432.700	2.2851e+11	3280	2.5682e+11	-9.9900e+02	17.08	15.49
2023	 9	28	22	 4	40	304000	-40.773	153.389	432.681	2.4316e+11	2909	-9.9900e+02	-9.9900e+02	17.08	15.49
2023	 9	28	22	 4	41	304000	-40.736	153.454	432.662	2.2892e+11	3218	2.6458e+11	-9.9900e+02	17.06	15.49
2023	 9	28	22	 4	42	304000	-40.699	153.520	432.643	2.3129e+11	3226	-9.9900e+02	-9.9900e+02	17.08	15.49
2023	 9	28	22	 4	43	296000	-40.662	153.585	432.624	2.3162e+11	3227	2.5691e+11	-9.9900e+02	17.01	15.49
2023	 9	28	22	 4	44	308000	-40.624	153.650	432.605	2.3475e+11	3330	-9.9900e+02	-9.9900e+02	17.11	15.49
