# year	month	day	hour	minute	second	millisecond	Latitude	Longitude	Altitude	Ne(WLP)	Te(WLP)	Ne(PIP)	Ne(GIS)	Vf(WLP)	Vf(FPP)
2023	 9	29	 0	 0	21	228000	24.986	-171.751	414.802	1.7207e+12	2076	-9.9900e+02	-9.9900e+02	4.26	2.19
2023	 9	29	 0	 0	22	232000	25.034	-171.706	414.805	1.7011e+12	2088	1.6350e+12	-9.9900e+02	4.28	2.19
2023	 9	29	 0	 0	23	224000	25.081	-171.661	414.808	1.6926e+12	2027	-9.9900e+02	-9.9900e+02	4.26	2.19
2023	 9	29	 0	 0	24	232000	25.128	-171.617	414.812	1.6878e+12	2086	1.5981e+12	-9.9900e+02	4.26	2.19
2023	 9	29	 0	 0	25	236000	25.176	-171.572	414.815	1.6846e+12	2136	-9.9900e+02	-9.9900e+02	4.28	2.28
2023	 9	29	 0	 0	26	236000	25.223	-171.527	414.818	1.6642e+12	2236	1.5981e+12	-9.9900e+02	4.31	2.28
2023	 9	29	 0	 0	27	236000	25.270	-171.482	414.822	1.6586e+12	2249	-9.9900e+02	-9.9900e+02	4.31	2.28
2023	 9	29	 0	 0	28	228000	25.318	-171.438	414.825	1.6504e+12	2234	1.5980e+12	-9.9900e+02	4.28	2.28
2023	 9	29	 0	 0	29	236000	25.365	-171.393	414.828	1.6470e+12	2141	-9.9900e+02	-9.9900e+02	4.33	2.28
2023	 9	29	 0	 0	30	240000	25.412	-171.348	414.832	1.6228e+12	2124	1.5980e+12	-9.9900e+02	4.31	2.28
2023	 9	29	 0	 0	31	240000	25.460	-171.303	414.835	1.6244e+12	2091	-9.9900e+02	-9.9900e+02	4.31	2.28
2023	 9	29	 0	 0	32	240000	25.507	-171.258	414.839	1.6231e+12	2025	1.5615e+12	-9.9900e+02	4.33	2.28
2023	 9	29	 0	 0	33	232000	25.554	-171.213	414.842	1.6192e+12	1987	-9.9900e+02	-9.9900e+02	4.36	2.28
2023	 9	29	 0	 0	34	244000	25.601	-171.168	414.846	1.6091e+12	1994	1.5615e+12	-9.9900e+02	4.28	2.28
2023	 9	29	 0	 0	35	244000	25.648	-171.123	414.849	1.6233e+12	1926	-9.9900e+02	-9.9900e+02	4.28	2.28
2023	 9	29	 0	 0	36	244000	25.696	-171.078	414.853	1.4772e+12	1639	1.5615e+12	-9.9900e+02	4.33	2.28
2023	 9	29	 0	 0	37	248000	25.743	-171.033	414.856	1.4611e+12	1733	-9.9900e+02	-9.9900e+02	4.36	2.38
2023	 9	29	 0	 0	38	240000	25.790	-170.987	414.860	1.4456e+12	1779	1.5615e+12	-9.9900e+02	4.36	2.28
2023	 9	29	 0	 0	40	248000	25.884	-170.897	414.867	1.4474e+12	1839	-9.9900e+02	-9.9900e+02	4.38	2.38
2023	 9	29	 0	 0	40	248000	25.884	-170.897	414.867	1.4349e+12	1782	1.5614e+12	-9.9900e+02	4.36	2.38
2023	 9	29	 0	 0	41	252000	25.931	-170.851	414.871	1.5696e+12	2084	-9.9900e+02	-9.9900e+02	4.43	2.38
2023	 9	29	 0	 0	42	252000	25.978	-170.806	414.874	1.5704e+12	1942	1.5614e+12	-9.9900e+02	4.36	2.38
2023	 9	29	 0	 0	43	244000	26.025	-170.761	414.878	1.5735e+12	2011	-9.9900e+02	-9.9900e+02	4.43	2.38
2023	 9	29	 0	 0	44	252000	26.072	-170.715	414.882	1.5707e+12	1995	1.5253e+12	-9.9900e+02	4.38	2.38
2023	 9	29	 0	 0	45	252000	26.119	-170.670	414.885	1.5661e+12	2072	-9.9900e+02	-9.9900e+02	4.46	2.38
2023	 9	29	 0	 0	46	256000	26.166	-170.624	414.889	1.5681e+12	2078	1.5253e+12	-9.9900e+02	4.46	2.38
2023	 9	29	 0	 0	47	256000	26.213	-170.579	414.893	1.5603e+12	2252	-9.9900e+02	-9.9900e+02	4.46	2.38
2023	 9	29	 0	 0	48	248000	26.260	-170.533	414.897	1.5451e+12	2244	1.5253e+12	-9.9900e+02	4.43	2.38
2023	 9	29	 0	 0	49	260000	26.307	-170.487	414.900	1.5415e+12	2182	-9.9900e+02	-9.9900e+02	4.48	2.38
2023	 9	29	 0	 0	50	260000	26.354	-170.442	414.904	1.5256e+12	2196	1.5253e+12	-9.9900e+02	4.46	2.38
2023	 9	29	 0	 0	51	260000	26.401	-170.396	414.908	1.5202e+12	2184	-9.9900e+02	-9.9900e+02	4.46	2.47
2023	 9	29	 0	 0	52	260000	26.448	-170.350	414.912	1.5153e+12	2061	1.4896e+12	-9.9900e+02	4.46	2.47
2023	 9	29	 0	 0	53	252000	26.495	-170.304	414.916	1.5240e+12	2035	-9.9900e+02	-9.9900e+02	4.48	2.47
2023	 9	29	 0	 0	54	264000	26.542	-170.259	414.920	1.5082e+12	2104	1.4896e+12	-9.9900e+02	4.43	2.47
2023	 9	29	 0	 0	55	264000	26.589	-170.213	414.924	1.5185e+12	2041	-9.9900e+02	-9.9900e+02	4.53	2.47
2023	 9	29	 0	 0	56	264000	26.635	-170.167	414.927	1.5088e+12	2051	1.4896e+12	-9.9900e+02	4.48	2.47
2023	 9	29	 0	 0	57	268000	26.682	-170.121	414.931	1.5119e+12	2083	-9.9900e+02	-9.9900e+02	4.50	2.47
2023	 9	29	 0	 0	58	260000	26.729	-170.075	414.935	1.4972e+12	2047	1.4895e+12	1.4819e+12	4.53	2.47
2023	 9	29	 0	 0	59	268000	26.776	-170.029	414.939	1.4945e+12	2038	-9.9900e+02	-9.9900e+02	4.48	2.47
2023	 9	29	 0	 1	 0	268000	26.822	-169.983	414.943	1.4675e+12	2071	1.4895e+12	-9.9900e+02	4.48	2.47
2023	 9	29	 0	 1	 1	268000	26.869	-169.936	414.947	1.4673e+12	2098	-9.9900e+02	-9.9900e+02	4.58	2.47
2023	 9	29	 0	 1	 2	272000	26.916	-169.890	414.951	1.4475e+12	2157	1.4895e+12	-9.9900e+02	4.50	2.47
2023	 9	29	 0	 1	 3	264000	26.963	-169.844	414.955	1.4492e+12	2126	-9.9900e+02	-9.9900e+02	4.58	2.47
2023	 9	29	 0	 1	 4	272000	27.009	-169.798	414.959	1.4488e+12	2099	1.4542e+12	-9.9900e+02	4.53	2.47
2023	 9	29	 0	 1	 5	272000	27.056	-169.752	414.963	1.4545e+12	2081	-9.9900e+02	-9.9900e+02	4.58	2.57
2023	 9	29	 0	 1	 6	276000	27.103	-169.705	414.968	1.4454e+12	2165	1.4542e+12	-9.9900e+02	4.55	2.47
2023	 9	29	 0	 1	 7	276000	27.149	-169.659	414.972	1.4495e+12	2154	-9.9900e+02	-9.9900e+02	4.58	2.57
2023	 9	29	 0	 1	 8	260000	27.196	-169.612	414.976	1.4454e+12	2175	1.4542e+12	-9.9900e+02	4.60	2.57
2023	 9	29	 0	 1	10	280000	27.289	-169.519	414.984	1.4358e+12	2174	-9.9900e+02	-9.9900e+02	4.63	2.57
2023	 9	29	 0	 1	10	280000	27.289	-169.519	414.984	1.4297e+12	2153	1.4542e+12	-9.9900e+02	4.55	2.57
2023	 9	29	 0	 1	11	280000	27.336	-169.473	414.988	1.4276e+12	2034	-9.9900e+02	-9.9900e+02	4.63	2.57
2023	 9	29	 0	 1	12	280000	27.382	-169.426	414.993	1.4211e+12	1942	1.4193e+12	-9.9900e+02	4.58	2.57
2023	 9	29	 0	 1	13	272000	27.429	-169.380	414.997	1.4095e+12	1992	-9.9900e+02	-9.9900e+02	4.60	2.57
2023	 9	29	 0	 1	14	284000	27.475	-169.333	415.001	1.3974e+12	2082	1.4193e+12	-9.9900e+02	4.58	2.57
2023	 9	29	 0	 1	15	284000	27.522	-169.286	415.005	1.3907e+12	2150	-9.9900e+02	-9.9900e+02	4.65	2.57
2023	 9	29	 0	 1	16	284000	27.568	-169.239	415.009	1.3885e+12	2038	1.4193e+12	-9.9900e+02	4.65	2.57
2023	 9	29	 0	 1	17	284000	27.614	-169.193	415.014	1.3867e+12	2068	-9.9900e+02	-9.9900e+02	4.68	2.57
2023	 9	29	 0	 1	18	280000	27.661	-169.146	415.018	1.3712e+12	2107	1.4193e+12	-9.9900e+02	4.60	2.57
2023	 9	29	 0	 1	19	288000	27.707	-169.099	415.022	1.3776e+12	2066	-9.9900e+02	-9.9900e+02	4.65	2.66
2023	 9	29	 0	 1	20	288000	27.754	-169.052	415.027	1.3731e+12	1992	1.3849e+12	-9.9900e+02	4.65	2.57
2023	 9	29	 0	 1	21	288000	27.800	-169.005	415.031	1.3719e+12	2038	-9.9900e+02	-9.9900e+02	4.73	2.66
2023	 9	29	 0	 1	22	292000	27.846	-168.958	415.035	1.3609e+12	2118	1.3848e+12	-9.9900e+02	4.63	2.66
2023	 9	29	 0	 1	23	284000	27.893	-168.911	415.040	1.3691e+12	2063	-9.9900e+02	-9.9900e+02	4.68	2.66
2023	 9	29	 0	 1	24	292000	27.939	-168.864	415.044	1.3580e+12	2005	1.3848e+12	-9.9900e+02	4.68	2.66
2023	 9	29	 0	 1	25	296000	27.985	-168.817	415.049	1.3630e+12	2151	-9.9900e+02	-9.9900e+02	4.73	2.66
2023	 9	29	 0	 1	27	296000	28.078	-168.722	415.058	1.3478e+12	2164	1.3508e+12	-9.9900e+02	4.65	2.66
2023	 9	29	 0	 1	27	296000	28.078	-168.722	415.058	1.3442e+12	2133	-9.9900e+02	-9.9900e+02	4.73	2.66
2023	 9	29	 0	 1	28	288000	28.124	-168.675	415.062	1.3292e+12	2127	1.3508e+12	-9.9900e+02	4.70	2.66
2023	 9	29	 0	 1	29	300000	28.170	-168.628	415.067	1.3181e+12	2193	-9.9900e+02	-9.9900e+02	4.73	2.66
2023	 9	29	 0	 1	30	300000	28.216	-168.580	415.071	1.3073e+12	2068	1.3508e+12	-9.9900e+02	4.73	2.66
2023	 9	29	 0	 1	31	300000	28.263	-168.533	415.076	1.3060e+12	2116	-9.9900e+02	-9.9900e+02	4.77	2.66
2023	 9	29	 0	 1	32	300000	28.309	-168.485	415.080	1.3065e+12	2028	1.3508e+12	-9.9900e+02	4.73	2.66
2023	 9	29	 0	 1	33	292000	28.355	-168.438	415.085	1.3094e+12	2025	-9.9900e+02	-9.9900e+02	4.75	2.76
2023	 9	29	 0	 1	34	304000	28.401	-168.390	415.089	1.3172e+12	1933	1.3507e+12	-9.9900e+02	4.73	2.76
2023	 9	29	 0	 1	35	304000	28.447	-168.343	415.094	1.3109e+12	2011	-9.9900e+02	-9.9900e+02	4.80	2.76
2023	 9	29	 0	 1	36	304000	28.493	-168.295	415.098	1.3031e+12	1984	1.3172e+12	-9.9900e+02	4.75	2.76
2023	 9	29	 0	 1	37	304000	28.539	-168.247	415.103	1.2977e+12	2082	-9.9900e+02	-9.9900e+02	4.82	2.76
2023	 9	29	 0	 1	38	300000	28.585	-168.200	415.108	1.2953e+12	2032	1.3171e+12	-9.9900e+02	4.75	2.76
2023	 9	29	 0	 1	40	308000	28.677	-168.104	415.117	1.2869e+12	2000	-9.9900e+02	-9.9900e+02	4.82	2.76
2023	 9	29	 0	 1	40	308000	28.677	-168.104	415.117	1.2813e+12	1940	1.3171e+12	-9.9900e+02	4.77	2.76
2023	 9	29	 0	 1	41	312000	28.723	-168.056	415.122	1.2824e+12	2010	-9.9900e+02	-9.9900e+02	4.80	2.76
2023	 9	29	 0	 1	42	312000	28.769	-168.008	415.126	1.2712e+12	1964	1.3171e+12	-9.9900e+02	4.77	2.76
2023	 9	29	 0	 1	43	304000	28.815	-167.960	415.131	1.2762e+12	1990	-9.9900e+02	-9.9900e+02	4.87	2.76
2023	 9	29	 0	 1	44	312000	28.861	-167.912	415.136	1.2730e+12	2094	1.2839e+12	-9.9900e+02	4.80	2.76
2023	 9	29	 0	 1	45	316000	28.907	-167.864	415.141	1.2766e+12	2102	-9.9900e+02	-9.9900e+02	4.82	2.76
2023	 9	29	 0	 1	46	316000	28.953	-167.816	415.145	1.2744e+12	2041	1.2839e+12	-9.9900e+02	4.82	2.76
2023	 9	29	 0	 1	47	316000	28.998	-167.768	415.150	1.2783e+12	2067	-9.9900e+02	-9.9900e+02	4.85	2.85
2023	 9	29	 0	 1	48	308000	29.044	-167.720	415.155	1.2724e+12	2180	1.2839e+12	-9.9900e+02	4.85	2.85
2023	 9	29	 0	 1	49	320000	29.090	-167.672	415.160	1.2615e+12	2223	-9.9900e+02	-9.9900e+02	4.82	2.85
2023	 9	29	 0	 1	51	320000	29.182	-167.575	415.169	1.2563e+12	2230	1.2839e+12	-9.9900e+02	4.87	2.85
2023	 9	29	 0	 1	52	320000	29.227	-167.527	415.174	1.2609e+12	2253	-9.9900e+02	-9.9900e+02	4.95	2.85
2023	 9	29	 0	 1	52	320000	29.227	-167.527	415.174	1.2549e+12	2221	1.2511e+12	-9.9900e+02	4.87	2.85
2023	 9	29	 0	 1	53	312000	29.273	-167.478	415.179	1.2501e+12	2164	-9.9900e+02	-9.9900e+02	4.90	2.85
2023	 9	29	 0	 1	54	324000	29.319	-167.430	415.184	1.2534e+12	2032	1.2511e+12	-9.9900e+02	4.90	2.85
2023	 9	29	 0	 1	56	324000	29.410	-167.333	415.194	1.2470e+12	2035	-9.9900e+02	-9.9900e+02	4.92	2.85
2023	 9	29	 0	 1	57	328000	29.456	-167.284	415.199	1.2383e+12	2016	1.2511e+12	-9.9900e+02	4.90	2.85
2023	 9	29	 0	 1	57	328000	29.456	-167.284	415.199	1.2418e+12	2009	-9.9900e+02	-9.9900e+02	4.95	2.85
2023	 9	29	 0	 1	58	320000	29.501	-167.235	415.204	1.2338e+12	2018	1.2511e+12	1.1414e+12	4.90	2.85
2023	 9	29	 0	 1	59	328000	29.547	-167.187	415.209	1.2288e+12	2061	-9.9900e+02	-9.9900e+02	4.95	2.85
2023	 9	29	 0	 2	 1	332000	29.638	-167.089	415.219	1.2196e+12	2107	1.2510e+12	-9.9900e+02	4.92	2.85
2023	 9	29	 0	 2	 2	332000	29.684	-167.040	415.224	1.2148e+12	2195	-9.9900e+02	-9.9900e+02	4.95	2.95
2023	 9	29	 0	 2	 3	324000	29.729	-166.991	415.229	1.2097e+12	2150	1.2187e+12	-9.9900e+02	4.95	2.95
2023	 9	29	 0	 2	 3	324000	29.729	-166.991	415.229	1.2142e+12	2147	-9.9900e+02	-9.9900e+02	5.00	2.95
2023	 9	29	 0	 2	 4	332000	29.775	-166.942	415.234	1.2170e+12	2127	1.2187e+12	-9.9900e+02	4.92	2.95
2023	 9	29	 0	 2	 5	336000	29.820	-166.893	415.239	1.2309e+12	2075	-9.9900e+02	-9.9900e+02	5.00	2.95
2023	 9	29	 0	 2	 6	336000	29.865	-166.844	415.244	1.2220e+12	1967	1.2187e+12	-9.9900e+02	4.97	2.95
2023	 9	29	 0	 2	 7	336000	29.911	-166.795	415.249	1.2240e+12	2050	-9.9900e+02	-9.9900e+02	5.00	2.95
2023	 9	29	 0	 2	 8	328000	29.956	-166.746	415.254	1.2213e+12	1930	1.2186e+12	-9.9900e+02	4.92	2.95
2023	 9	29	 0	 2	 9	336000	30.002	-166.697	415.259	1.2234e+12	1983	-9.9900e+02	-9.9900e+02	5.00	2.95
2023	 9	29	 0	 2	10	340000	30.047	-166.648	415.264	1.2094e+12	2052	1.2186e+12	-9.9900e+02	4.97	2.95
2023	 9	29	 0	 2	11	340000	30.092	-166.598	415.269	1.2160e+12	2103	-9.9900e+02	-9.9900e+02	5.02	2.95
2023	 9	29	 0	 2	12	340000	30.138	-166.549	415.275	1.2163e+12	2078	1.2186e+12	-9.9900e+02	5.04	2.95
2023	 9	29	 0	 2	13	336000	30.183	-166.500	415.280	1.2144e+12	2183	-9.9900e+02	-9.9900e+02	5.04	3.04
2023	 9	29	 0	 2	14	344000	30.228	-166.450	415.285	1.1989e+12	2116	1.1867e+12	-9.9900e+02	5.02	3.04
2023	 9	29	 0	 2	15	344000	30.273	-166.401	415.290	1.2051e+12	2078	-9.9900e+02	-9.9900e+02	5.07	3.04
2023	 9	29	 0	 2	16	344000	30.319	-166.351	415.295	1.2006e+12	2016	1.1867e+12	-9.9900e+02	5.02	3.04
2023	 9	29	 0	 2	17	348000	30.364	-166.302	415.301	1.1990e+12	2038	-9.9900e+02	-9.9900e+02	5.12	3.04
2023	 9	29	 0	 2	18	340000	30.409	-166.252	415.306	1.1922e+12	2051	1.1866e+12	-9.9900e+02	5.02	3.04
2023	 9	29	 0	 2	19	348000	30.454	-166.203	415.311	1.2007e+12	2043	-9.9900e+02	-9.9900e+02	5.07	3.04
2023	 9	29	 0	 2	20	348000	30.499	-166.153	415.316	1.1923e+12	2000	1.1866e+12	-9.9900e+02	5.09	3.04
2023	 9	29	 0	 2	21	352000	30.544	-166.103	415.322	1.1962e+12	2018	-9.9900e+02	-9.9900e+02	5.09	3.04
2023	 9	29	 0	 2	22	352000	30.590	-166.053	415.327	1.1856e+12	2002	1.1866e+12	-9.9900e+02	5.12	3.04
2023	 9	29	 0	 2	23	344000	30.635	-166.003	415.332	1.1883e+12	1919	-9.9900e+02	-9.9900e+02	5.09	3.04
2023	 9	29	 0	 2	24	352000	30.680	-165.953	415.338	1.1780e+12	1977	1.1866e+12	-9.9900e+02	5.12	3.04
2023	 9	29	 0	 2	25	356000	30.725	-165.903	415.343	1.1784e+12	2065	-9.9900e+02	-9.9900e+02	5.12	3.14
2023	 9	29	 0	 2	26	356000	30.770	-165.853	415.348	1.1743e+12	2038	1.1866e+12	-9.9900e+02	5.12	3.09
2023	 9	29	 0	 2	27	356000	30.815	-165.803	415.354	1.1775e+12	1956	-9.9900e+02	-9.9900e+02	5.17	3.14
2023	 9	29	 0	 2	28	348000	30.860	-165.753	415.359	1.1739e+12	1973	1.1551e+12	-9.9900e+02	5.09	3.14
2023	 9	29	 0	 2	29	360000	30.904	-165.703	415.364	1.1866e+12	1962	-9.9900e+02	-9.9900e+02	5.12	3.14
2023	 9	29	 0	 2	30	360000	30.949	-165.653	415.370	1.1888e+12	1852	1.1550e+12	-9.9900e+02	5.14	3.14
2023	 9	29	 0	 2	31	360000	30.994	-165.603	415.375	1.1788e+12	1884	-9.9900e+02	-9.9900e+02	5.17	3.14
2023	 9	29	 0	 2	32	360000	31.039	-165.552	415.381	1.1751e+12	2044	1.1550e+12	-9.9900e+02	5.14	3.14
2023	 9	29	 0	 2	33	356000	31.084	-165.502	415.386	1.1719e+12	2077	-9.9900e+02	-9.9900e+02	5.22	3.14
2023	 9	29	 0	 2	35	364000	31.174	-165.401	415.397	1.1640e+12	2009	1.1550e+12	-9.9900e+02	5.22	3.14
2023	 9	29	 0	 2	35	364000	31.174	-165.401	415.397	1.1611e+12	1976	-9.9900e+02	-9.9900e+02	5.22	3.14
2023	 9	29	 0	 2	36	368000	31.218	-165.350	415.403	1.1570e+12	2028	1.1550e+12	-9.9900e+02	5.14	3.14
2023	 9	29	 0	 2	37	368000	31.263	-165.300	415.408	1.1540e+12	1965	-9.9900e+02	-9.9900e+02	5.19	3.14
2023	 9	29	 0	 2	38	360000	31.308	-165.249	415.414	1.1518e+12	1791	1.1549e+12	-9.9900e+02	5.22	3.14
2023	 9	29	 0	 2	39	368000	31.352	-165.199	415.419	1.1512e+12	1855	-9.9900e+02	-9.9900e+02	5.24	3.23
2023	 9	29	 0	 2	40	368000	31.397	-165.148	415.425	1.1438e+12	1823	1.1239e+12	-9.9900e+02	5.17	3.14
2023	 9	29	 0	 2	41	372000	31.442	-165.097	415.430	1.1470e+12	1837	-9.9900e+02	-9.9900e+02	5.24	3.23
2023	 9	29	 0	 2	42	372000	31.486	-165.046	415.436	1.1482e+12	1804	1.1239e+12	-9.9900e+02	5.17	3.23
2023	 9	29	 0	 2	43	364000	31.531	-164.995	415.441	1.1468e+12	1929	-9.9900e+02	-9.9900e+02	5.27	3.23
2023	 9	29	 0	 2	44	372000	31.576	-164.944	415.447	1.1379e+12	1971	1.1238e+12	-9.9900e+02	5.24	3.23
2023	 9	29	 0	 2	45	376000	31.620	-164.893	415.452	1.1427e+12	1983	-9.9900e+02	-9.9900e+02	5.24	3.23
2023	 9	29	 0	 2	46	376000	31.665	-164.842	415.458	1.1361e+12	1909	1.0932e+12	-9.9900e+02	5.24	3.23
2023	 9	29	 0	 2	47	376000	31.709	-164.791	415.464	1.1340e+12	1962	-9.9900e+02	-9.9900e+02	5.31	3.23
2023	 9	29	 0	 2	48	368000	31.754	-164.740	415.469	1.1287e+12	1949	1.0932e+12	-9.9900e+02	5.24	3.23
2023	 9	29	 0	 2	49	380000	31.798	-164.689	415.475	1.1321e+12	1867	-9.9900e+02	-9.9900e+02	5.31	3.23
2023	 9	29	 0	 2	50	380000	31.843	-164.638	415.481	1.1260e+12	1951	1.0931e+12	-9.9900e+02	5.24	3.23
2023	 9	29	 0	 2	51	380000	31.887	-164.586	415.486	1.1202e+12	2024	-9.9900e+02	-9.9900e+02	5.29	3.33
2023	 9	29	 0	 2	52	384000	31.931	-164.535	415.492	1.1052e+12	2032	1.0931e+12	-9.9900e+02	5.31	3.23
2023	 9	29	 0	 2	53	372000	31.976	-164.483	415.498	1.1052e+12	2053	-9.9900e+02	-9.9900e+02	5.36	3.33
2023	 9	29	 0	 2	54	384000	32.020	-164.432	415.503	1.0942e+12	1976	1.0931e+12	-9.9900e+02	5.29	3.33
2023	 9	29	 0	 2	55	384000	32.064	-164.380	415.509	1.0959e+12	1960	-9.9900e+02	-9.9900e+02	5.34	3.33
2023	 9	29	 0	 2	56	388000	32.109	-164.329	415.515	1.0949e+12	1855	1.0628e+12	-9.9900e+02	5.29	3.33
2023	 9	29	 0	 2	57	388000	32.153	-164.277	415.521	1.0970e+12	1824	-9.9900e+02	-9.9900e+02	5.34	3.33
2023	 9	29	 0	 2	58	380000	32.197	-164.226	415.526	1.0899e+12	1855	1.0628e+12	8.6649e+11	5.34	3.33
2023	 9	29	 0	 2	59	388000	32.241	-164.174	415.532	1.0871e+12	2053	-9.9900e+02	-9.9900e+02	5.36	3.33
2023	 9	29	 0	 3	 0	388000	32.285	-164.122	415.538	1.0811e+12	2084	1.0628e+12	-9.9900e+02	5.39	3.33
2023	 9	29	 0	 3	 1	392000	32.330	-164.070	415.544	1.0851e+12	2077	-9.9900e+02	-9.9900e+02	5.44	3.33
2023	 9	29	 0	 3	 2	392000	32.374	-164.018	415.550	1.0868e+12	2098	1.0628e+12	-9.9900e+02	5.39	3.33
2023	 9	29	 0	 3	 3	384000	32.418	-163.966	415.555	1.0821e+12	2075	-9.9900e+02	-9.9900e+02	5.41	3.33
2023	 9	29	 0	 3	 4	392000	32.462	-163.914	415.561	1.0803e+12	2042	1.0330e+12	-9.9900e+02	5.41	3.33
2023	 9	29	 0	 3	 5	396000	32.506	-163.862	415.567	1.0716e+12	2034	-9.9900e+02	-9.9900e+02	5.41	3.42
2023	 9	29	 0	 3	 6	396000	32.550	-163.810	415.573	1.0648e+12	2032	1.0329e+12	-9.9900e+02	5.41	3.33
2023	 9	29	 0	 3	 7	396000	32.594	-163.758	415.579	1.0559e+12	1974	-9.9900e+02	-9.9900e+02	5.41	3.42
2023	 9	29	 0	 3	 8	388000	32.638	-163.706	415.585	1.0618e+12	1983	1.0329e+12	-9.9900e+02	5.39	3.42
2023	 9	29	 0	 3	 9	400000	32.682	-163.653	415.591	1.0630e+12	1932	-9.9900e+02	-9.9900e+02	5.44	3.42
2023	 9	29	 0	 3	10	400000	32.726	-163.601	415.596	1.0623e+12	1921	1.0329e+12	-9.9900e+02	5.39	3.42
2023	 9	29	 0	 3	11	400000	32.770	-163.549	415.602	1.0573e+12	1971	-9.9900e+02	-9.9900e+02	5.46	3.42
2023	 9	29	 0	 3	12	404000	32.814	-163.496	415.608	1.0454e+12	1994	1.0035e+12	-9.9900e+02	5.46	3.42
2023	 9	29	 0	 3	13	396000	32.857	-163.444	415.614	1.0327e+12	1983	-9.9900e+02	-9.9900e+02	5.49	3.42
2023	 9	29	 0	 3	14	404000	32.901	-163.391	415.620	1.0242e+12	2070	1.0035e+12	-9.9900e+02	5.44	3.42
2023	 9	29	 0	 3	15	404000	32.945	-163.339	415.626	1.0162e+12	2102	-9.9900e+02	-9.9900e+02	5.46	3.42
2023	 9	29	 0	 3	16	404000	32.989	-163.286	415.632	1.0077e+12	2097	1.0034e+12	-9.9900e+02	5.53	3.42
2023	 9	29	 0	 3	17	408000	33.033	-163.233	415.638	1.0267e+12	2012	-9.9900e+02	-9.9900e+02	5.49	3.52
2023	 9	29	 0	 3	18	400000	33.076	-163.180	415.644	1.0285e+12	2042	1.0034e+12	-9.9900e+02	5.49	3.42
